"id","Number.of.Open.Complaints","Number.of.Policies","Response","Coverage","Education","EmploymentStatus","Gender","Location.Code","Marital.Status","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Vehicle.Class","Vehicle.Size"
5109,0,1,1,1,1,2,2,2,1,2,6,2,3,6,3
5110,0,2,1,2,2,2,2,2,1,2,6,1,3,6,2
5111,4,1,1,2,5,5,1,3,2,1,2,4,2,1,2
5112,0,6,1,1,2,2,1,1,2,1,1,3,3,6,3
5113,0,1,1,3,2,5,1,2,3,2,4,2,4,1,2
5114,0,2,1,1,1,2,1,2,1,2,6,1,2,6,2
5115,0,2,1,3,1,2,1,2,2,3,8,2,4,1,3
5116,1,1,1,2,4,5,2,2,3,1,3,1,1,6,2
5117,0,7,1,1,1,2,2,3,3,1,2,2,4,6,2
5118,0,8,1,3,4,2,1,1,2,2,5,1,3,1,2
5119,1,6,1,2,1,2,2,1,2,2,5,1,3,4,2
5120,1,1,2,2,2,2,1,1,2,2,5,2,3,6,1
5121,4,1,1,1,2,2,1,2,2,2,5,4,1,1,2
5122,0,1,2,1,4,2,1,3,2,2,6,1,1,5,2
5123,0,4,1,1,4,5,1,2,3,2,5,1,4,4,2
5124,1,9,1,1,1,2,2,3,2,2,6,1,1,6,2
5125,0,3,1,2,4,2,1,2,2,2,5,2,2,1,2
5126,0,2,1,3,4,5,2,2,3,2,4,3,2,4,2
5127,0,5,1,1,5,2,2,2,2,1,3,3,1,4,3
5128,0,5,1,3,1,5,1,2,3,1,2,1,2,1,2
5129,0,2,1,2,2,5,2,2,3,2,6,3,2,5,2
5130,0,1,1,1,4,2,2,1,2,1,3,3,1,6,2
5131,4,2,1,1,5,2,2,3,2,1,3,2,2,1,2
5132,3,1,1,2,2,2,1,1,3,1,3,3,1,1,1
5133,4,9,1,1,4,2,2,2,3,1,1,1,4,6,3
5134,2,5,1,1,1,5,2,2,3,2,5,1,4,3,1
5135,0,9,1,1,1,2,1,3,2,2,6,1,2,5,3
5136,2,2,1,2,1,5,1,1,2,2,6,3,1,1,1
5137,0,2,1,2,1,5,1,2,3,2,4,4,4,1,2
5138,0,5,2,1,2,2,2,2,2,2,5,2,3,5,2
5139,0,2,1,2,2,2,1,2,3,2,5,2,4,5,2
5140,2,2,1,2,4,2,2,2,2,1,3,3,1,1,2
5141,0,6,1,2,4,1,2,2,3,1,3,2,2,4,2
5142,0,3,1,2,2,2,1,2,1,1,1,3,2,1,2
5143,0,1,1,2,2,3,2,2,1,2,6,1,4,5,1
5144,0,1,1,1,2,5,2,2,3,2,6,4,3,6,3
5145,2,4,1,1,1,5,2,2,3,2,5,1,2,5,3
5146,0,1,1,2,1,5,1,2,3,2,5,3,3,5,2
5147,0,9,1,2,1,2,2,2,2,2,5,2,3,1,2
5148,0,2,2,1,5,4,1,3,2,1,2,1,1,6,2
5149,1,2,1,1,2,2,2,2,2,1,2,1,4,2,2
5150,0,3,2,1,4,2,1,3,2,2,6,2,2,5,1
5151,0,1,1,1,2,2,2,3,3,2,6,2,2,1,2
5152,0,7,1,1,2,2,1,2,2,2,5,4,3,1,3
5153,0,8,1,1,2,2,1,3,3,1,3,3,4,1,2
5154,1,2,1,1,1,2,2,1,2,1,2,1,1,5,2
5155,1,2,1,1,2,2,2,2,2,2,4,1,1,1,2
5156,0,3,1,2,4,2,1,1,2,2,4,1,2,1,2
5157,0,1,1,2,4,5,2,2,2,2,6,1,1,1,2
5158,2,2,1,3,2,2,2,1,2,2,6,1,1,1,2
5159,3,1,1,1,4,5,1,2,3,2,6,1,2,1,2
5160,0,1,1,1,5,2,2,2,2,1,2,2,2,6,2
5161,0,3,1,1,1,2,2,2,2,2,5,2,2,1,2
5162,1,2,1,1,1,2,2,3,2,2,5,2,2,6,2
5163,1,4,1,1,2,2,2,2,2,2,4,2,2,5,2
5164,1,8,1,1,2,3,2,2,3,2,6,1,2,1,1
5165,0,2,1,1,1,2,1,1,2,1,1,4,3,5,2
5166,1,6,1,2,4,2,2,2,2,1,3,3,2,1,2
5167,1,6,1,2,4,2,2,2,2,2,6,2,1,1,2
5168,0,1,2,1,1,1,1,2,1,2,6,1,4,1,2
5169,1,2,2,1,4,3,1,2,2,2,4,2,3,5,2
5170,0,1,1,1,4,2,2,3,2,2,6,2,2,1,2
5171,1,2,1,1,1,2,1,3,3,2,6,1,1,5,2
5172,0,3,1,1,2,2,2,2,2,2,4,2,4,4,2
5173,0,5,1,3,1,2,1,2,2,2,4,1,1,5,2
5174,0,7,1,2,1,3,1,2,2,2,6,1,2,1,2
5175,0,2,1,1,4,3,2,2,3,3,9,1,4,5,3
5176,0,2,1,1,2,2,1,3,2,2,5,2,1,1,2
5177,0,7,1,1,4,2,2,3,2,2,6,2,1,6,2
5178,0,2,1,1,2,5,2,2,3,2,6,1,1,1,2
5179,2,1,1,2,1,2,2,1,1,2,6,1,3,1,2
5180,1,9,1,2,2,5,1,2,2,1,2,1,4,1,2
5181,1,2,1,1,5,2,2,2,1,2,5,1,2,1,3
5182,3,1,1,1,2,2,2,3,2,2,4,4,2,1,2
5183,0,2,1,2,1,5,1,2,2,2,6,1,3,1,2
5184,0,1,1,1,1,5,2,2,3,2,4,3,4,4,2
5185,0,1,1,1,1,2,1,1,2,2,4,1,2,5,2
5186,0,1,1,1,1,2,2,1,1,2,4,3,1,4,2
5187,0,3,2,1,4,5,2,2,2,2,4,2,4,4,2
5188,0,1,1,1,5,2,2,1,3,1,2,3,1,5,1
5189,0,7,1,1,1,2,1,3,3,2,6,2,4,1,1
5190,0,1,1,1,4,2,1,2,3,2,4,2,1,1,2
5191,0,1,1,2,5,2,2,1,2,2,4,3,3,1,2
5192,0,3,2,1,2,3,2,2,2,2,6,1,2,1,2
5193,0,2,1,2,4,5,2,2,2,2,5,2,4,6,2
5194,0,1,1,1,2,5,1,2,3,2,6,1,4,1,2
5195,0,3,1,3,4,2,2,1,2,2,6,3,3,1,2
5196,0,4,1,2,4,5,2,2,3,2,4,1,3,2,2
5197,0,2,1,1,2,2,1,1,2,2,6,2,2,5,2
5198,2,3,1,1,1,2,2,1,2,2,5,2,1,1,2
5199,0,2,1,1,2,2,1,3,3,2,5,1,1,6,2
5200,0,8,1,1,4,2,2,2,2,2,5,3,3,1,3
5201,0,9,1,2,4,5,2,2,2,2,6,4,2,5,3
5202,0,3,1,1,4,2,2,1,2,2,6,4,2,1,2
5203,0,2,1,1,1,2,1,3,2,2,5,1,1,4,2
5204,0,5,1,3,1,3,2,2,2,1,3,1,1,5,2
5205,0,1,1,2,4,2,1,1,1,1,3,2,1,1,2
5206,0,8,1,2,2,2,1,3,2,2,6,3,1,1,2
5207,0,5,1,3,4,2,2,2,2,2,6,2,2,5,3
5208,4,1,2,1,1,5,2,2,2,2,5,1,1,5,1
5209,0,2,1,1,4,2,1,2,2,2,6,2,2,1,2
5210,0,2,1,1,1,5,1,3,2,2,6,1,2,1,2
5211,0,1,1,1,4,2,1,3,2,1,2,2,4,1,2
5212,0,1,1,3,2,3,1,3,1,2,6,1,4,1,2
5213,0,2,1,2,5,2,2,1,2,1,3,2,3,6,2
5214,0,3,1,1,1,2,2,2,2,2,5,2,2,5,3
5215,0,1,1,1,1,2,1,1,2,1,1,4,4,6,2
5216,0,9,1,1,4,2,2,2,2,2,5,2,3,2,2
5217,1,4,1,2,2,5,1,2,3,2,6,2,3,2,1
5218,0,7,2,1,3,2,1,3,2,2,4,2,2,1,2
5219,0,3,1,3,1,5,1,2,3,2,6,2,1,5,2
5220,0,6,1,1,2,5,2,2,3,3,8,1,2,5,2
5221,0,1,1,1,5,5,2,3,3,1,3,3,1,1,2
5222,0,2,1,1,5,2,1,3,3,2,5,3,2,1,3
5223,0,2,1,1,4,2,1,2,2,3,8,2,1,6,2
5224,4,7,1,1,2,5,1,2,1,1,1,1,3,4,2
5225,0,2,1,3,4,4,1,2,2,2,6,1,3,1,1
5226,0,2,1,1,4,5,1,2,2,2,5,1,3,1,2
5227,0,8,1,1,1,5,2,2,3,2,4,1,1,4,2
5228,0,2,1,2,1,5,1,1,1,2,5,1,1,1,2
5229,3,1,1,1,1,5,1,2,3,2,4,1,1,1,2
5230,3,2,1,2,1,2,1,2,3,2,6,3,2,1,3
5231,0,2,1,1,1,5,2,2,3,2,6,3,3,1,2
5232,1,1,1,1,5,2,2,1,3,2,6,1,1,1,2
5233,0,7,1,1,5,3,1,2,1,2,5,3,2,5,2
5234,0,1,1,1,1,5,1,3,1,1,3,1,3,1,2
5235,0,1,1,2,1,5,1,1,1,2,6,1,2,6,1
5236,0,2,2,2,1,2,1,3,1,2,6,2,4,1,2
5237,0,3,1,2,5,2,2,1,1,2,4,2,3,6,1
5238,0,1,2,1,1,1,2,2,2,2,5,1,2,4,1
5239,0,2,1,1,1,1,2,1,2,2,4,4,3,6,2
5240,0,3,1,2,2,2,1,1,1,2,5,2,1,1,2
5241,0,3,2,1,5,2,2,1,1,2,6,2,2,1,3
5242,0,1,1,2,4,5,1,2,1,2,4,1,2,5,2
5243,0,7,1,1,4,2,2,2,2,2,4,4,3,1,2
5244,1,2,1,3,4,2,1,3,2,1,2,1,1,1,2
5245,0,4,1,2,2,5,1,2,2,2,4,1,1,1,2
5246,0,3,1,3,4,5,1,2,2,2,5,3,1,1,2
5247,0,2,1,1,2,2,1,1,3,1,3,3,1,6,2
5248,0,8,1,1,5,2,1,1,3,2,6,2,1,5,2
5249,0,2,2,1,4,2,1,2,2,2,6,2,1,6,1
5250,0,9,1,1,2,2,2,3,2,2,6,2,3,6,1
5251,0,2,1,1,1,5,2,2,3,2,6,1,1,5,2
5252,0,1,1,1,4,2,2,1,1,1,1,3,1,6,2
5253,0,6,1,1,1,5,1,2,3,1,3,1,4,1,2
5254,0,6,1,2,2,5,2,2,2,2,6,4,1,5,2
5255,0,1,1,1,2,2,1,3,2,2,6,2,4,1,3
5256,0,3,1,1,4,2,1,1,3,2,6,3,3,1,2
5257,0,2,2,1,4,2,1,2,2,1,1,2,1,6,1
5258,2,1,1,1,2,5,2,2,2,2,6,3,1,5,3
5259,0,1,2,1,2,2,1,1,3,2,5,2,1,6,2
5260,4,3,1,2,2,2,2,1,2,2,5,1,1,1,2
5261,0,3,1,2,5,5,2,1,2,3,8,1,3,5,3
5262,0,2,1,1,2,3,1,3,2,2,5,3,2,6,1
5263,0,2,1,1,1,2,1,2,2,1,3,1,1,1,3
5264,0,2,1,2,1,2,2,2,3,3,9,1,1,6,3
5265,0,1,1,3,2,2,2,2,2,1,3,3,1,4,1
5266,0,3,2,1,4,5,1,2,1,2,5,1,4,4,2
5267,0,2,1,1,1,5,1,2,3,1,3,2,4,1,2
5268,0,2,1,1,1,2,1,2,2,2,4,2,2,6,2
5269,0,1,2,1,1,2,2,2,2,1,3,2,1,6,2
5270,0,5,2,2,1,5,1,2,1,2,6,1,3,6,1
5271,0,1,1,2,4,2,1,2,2,2,6,2,2,1,2
5272,0,1,1,1,4,3,1,2,2,2,4,2,4,1,3
5273,0,2,1,2,4,2,2,2,2,2,5,4,4,4,1
5274,0,6,1,3,2,2,2,2,2,2,6,2,2,1,2
5275,0,1,2,3,4,5,2,2,2,2,4,2,4,5,2
5276,0,2,1,1,1,2,2,2,2,2,5,2,3,1,2
5277,0,1,1,1,1,2,2,3,2,1,3,2,1,5,2
5278,0,5,1,1,2,2,2,3,3,2,4,2,4,1,2
5279,0,2,1,1,5,1,1,1,2,2,6,1,1,6,2
5280,0,2,1,1,1,2,2,2,3,2,6,1,1,3,2
5281,0,2,1,2,2,5,1,2,3,2,6,1,1,1,2
5282,0,2,1,1,3,2,2,2,2,2,6,4,1,6,3
5283,0,1,1,2,2,1,1,1,1,2,6,4,3,6,2
5284,0,9,1,1,1,2,2,2,2,2,6,3,3,1,2
5285,0,1,1,1,2,2,1,3,3,2,4,1,1,1,2
5286,0,3,2,1,4,2,1,3,2,2,4,2,2,5,1
5287,0,9,1,2,2,2,1,3,2,2,4,2,1,6,2
5288,0,2,1,1,2,2,2,1,2,1,2,1,1,5,3
5289,0,2,1,1,1,2,2,2,2,2,5,2,3,1,2
5290,0,2,2,1,2,5,1,2,2,2,6,2,1,1,2
5291,0,3,1,2,2,2,2,2,2,1,1,2,2,1,3
5292,3,1,2,2,5,2,2,3,2,2,4,3,1,1,2
5293,0,1,1,1,2,1,2,2,2,2,6,4,1,1,2
5294,1,2,1,2,5,2,2,3,2,2,4,3,1,1,2
5295,0,2,1,2,4,5,2,2,3,2,6,2,3,1,2
5296,0,1,1,1,1,2,1,2,2,2,4,3,4,1,2
5297,0,2,2,2,4,4,1,2,1,2,5,1,1,1,1
5298,0,5,1,1,3,2,2,1,2,2,6,1,3,6,1
5299,0,3,1,3,4,5,2,2,3,2,6,1,1,1,2
5300,0,3,1,1,4,2,2,2,2,2,5,2,1,1,3
5301,0,1,2,2,1,2,1,2,2,2,6,2,1,5,2
5302,0,1,1,2,2,2,2,3,2,2,4,4,2,5,2
5303,0,3,1,1,2,5,1,2,3,2,6,2,1,1,1
5304,1,3,1,1,1,5,2,2,2,2,5,1,1,6,3
5305,0,2,1,1,2,2,2,1,2,2,6,1,1,1,2
5306,1,1,1,3,1,2,1,2,3,2,5,2,4,1,2
5307,0,2,1,2,1,2,2,3,1,2,6,3,2,1,2
5308,0,2,1,2,3,2,2,3,3,2,6,2,4,5,2
5309,0,1,1,1,4,2,1,3,3,2,5,2,2,6,2
5310,0,2,2,3,4,2,1,1,2,2,5,2,4,1,2
5311,0,2,1,1,1,2,1,3,2,2,4,3,1,1,2
5312,1,2,1,1,1,2,1,3,2,2,5,1,3,1,2
5313,0,2,1,1,2,5,1,3,2,3,9,1,2,1,2
5314,0,7,1,1,4,2,2,1,2,1,3,3,1,5,3
5315,0,7,1,2,5,2,2,3,2,2,6,4,1,6,2
5316,0,2,1,1,4,2,1,2,3,1,1,1,1,6,2
5317,3,2,1,2,4,1,2,2,1,1,3,1,2,1,3
5318,0,2,1,1,5,5,2,3,2,2,4,3,1,4,2
5319,5,2,1,1,4,2,2,2,1,2,4,1,3,5,2
5320,0,1,1,2,4,2,2,1,2,1,1,1,1,4,2
5321,1,2,1,1,2,2,1,1,2,2,6,1,1,1,1
5322,0,2,1,1,2,2,1,3,1,1,3,1,2,6,2
5323,0,8,1,1,3,2,2,2,2,2,5,2,3,5,1
5324,0,3,1,1,1,2,1,2,2,2,5,4,2,1,3
5325,0,1,1,2,5,2,1,1,2,2,5,1,1,1,2
5326,0,3,1,1,2,2,2,2,3,2,6,1,2,1,2
5327,3,2,1,1,1,2,1,1,2,1,1,3,1,1,2
5328,0,6,1,1,2,2,1,3,2,2,6,2,2,1,2
5329,0,2,1,1,4,2,2,2,2,2,6,1,2,1,3
5330,0,3,1,2,1,2,1,1,2,2,6,2,3,1,2
5331,0,2,1,2,1,2,1,2,2,2,6,2,1,6,3
5332,0,1,1,1,5,2,1,1,1,2,6,2,4,1,2
5333,0,2,2,3,4,2,1,1,2,2,6,2,4,1,2
5334,0,1,2,1,4,3,1,2,1,2,6,1,1,1,2
5335,0,1,1,2,4,2,1,1,2,2,4,2,4,1,2
5336,0,1,1,3,2,1,2,2,1,2,6,2,3,1,2
5337,0,1,1,2,4,2,1,3,2,2,4,4,4,1,2
5338,0,1,1,2,1,2,1,3,2,2,6,4,4,4,2
5339,1,4,1,1,1,2,1,3,2,1,3,3,1,5,2
5340,0,1,1,3,5,2,2,2,1,2,5,2,2,1,2
5341,0,6,1,1,2,2,1,3,2,1,2,1,1,1,2
5342,0,2,1,2,1,2,1,2,3,2,6,2,1,4,1
5343,0,1,1,1,2,2,1,2,2,3,8,3,3,4,3
5344,0,2,1,1,1,3,2,3,1,1,1,1,2,5,1
5345,0,4,1,2,2,2,1,1,2,2,4,2,1,1,2
5346,0,1,1,2,1,5,2,2,2,1,2,4,1,6,2
5347,0,2,1,1,2,5,1,2,2,2,6,1,3,3,2
5348,0,2,1,1,1,2,1,2,2,1,3,1,1,1,2
5349,0,4,1,2,3,2,2,2,2,2,5,2,2,1,2
5350,0,2,1,1,2,2,2,2,2,1,3,1,1,1,2
5351,0,2,1,1,2,5,1,2,1,2,4,3,1,1,2
5352,0,1,1,3,4,2,2,1,2,1,3,4,1,6,2
5353,0,2,1,2,5,2,1,3,1,1,2,2,3,4,2
5354,1,8,1,1,1,2,2,3,2,2,5,3,3,1,2
5355,0,1,2,3,2,2,2,2,2,2,6,2,2,1,2
5356,0,7,1,1,4,2,1,3,3,3,9,4,3,1,2
5357,0,1,1,2,4,5,1,2,2,2,5,4,2,6,3
5358,0,1,2,2,4,2,1,2,2,2,4,3,1,1,3
5359,0,1,1,2,4,3,2,2,2,1,1,2,1,1,1
5360,0,6,1,1,2,5,1,2,3,2,6,1,2,1,2
5361,0,6,1,1,2,5,1,2,3,2,5,1,4,6,3
5362,1,5,1,2,5,2,1,3,2,2,4,2,2,6,2
5363,0,2,1,1,1,5,2,2,3,1,2,1,2,1,3
5364,0,9,1,2,2,2,1,2,2,2,5,2,4,6,2
5365,0,1,1,1,4,5,2,2,3,1,1,1,3,4,2
5366,0,4,1,3,4,2,1,2,2,2,6,3,3,1,3
5367,1,3,2,1,5,2,2,2,2,2,6,1,2,1,3
5368,5,1,1,1,4,2,1,3,3,1,3,4,1,1,2
5369,0,4,1,2,4,5,1,2,3,2,5,1,2,1,3
5370,0,2,1,1,2,2,1,1,2,2,4,1,1,1,2
5371,1,3,1,1,2,2,2,2,2,1,1,2,2,5,3
5372,2,2,1,2,4,2,2,2,2,2,6,3,1,6,2
5373,0,9,1,2,4,2,1,2,3,2,5,3,3,2,3
5374,0,1,1,1,2,2,2,3,3,1,2,1,2,6,2
5375,0,1,1,2,2,5,2,2,3,2,5,2,3,1,2
5376,4,1,2,1,2,5,1,2,1,1,3,1,2,1,3
5377,0,8,2,3,5,1,1,2,1,2,6,1,4,5,2
5378,0,6,1,1,2,5,2,2,3,2,6,1,3,6,2
5379,0,1,1,2,1,2,1,3,3,2,6,1,3,5,2
5380,0,1,1,1,4,5,1,2,3,1,1,2,2,6,2
5381,0,9,2,2,1,4,2,2,2,1,3,2,1,6,2
5382,0,2,1,3,1,1,1,2,2,1,3,1,3,5,2
5383,0,1,1,1,5,2,1,2,3,2,6,2,1,6,2
5384,0,1,1,1,2,2,1,3,2,2,6,1,2,4,2
5385,0,2,1,3,4,5,2,2,3,2,6,1,1,1,2
5386,0,9,1,3,1,2,2,1,1,2,6,1,4,1,2
5387,0,1,1,2,1,2,2,1,2,2,6,1,1,1,2
5388,0,1,1,2,4,2,2,2,2,2,6,4,2,6,2
5389,0,3,1,3,4,5,1,2,3,2,5,2,3,1,2
5390,3,1,1,3,2,2,2,2,2,1,2,1,1,1,2
5391,0,7,1,2,4,5,1,2,3,2,4,1,3,5,2
5392,0,3,1,3,1,5,2,2,1,2,5,1,1,1,2
5393,0,7,2,1,1,2,1,3,1,2,5,2,4,6,2
5394,1,1,2,1,5,2,1,1,2,1,3,2,4,1,1
5395,0,2,1,2,4,2,1,3,2,2,6,1,1,6,2
5396,1,2,1,2,2,2,2,2,3,2,6,2,1,1,3
5397,0,2,2,1,1,1,1,2,2,2,6,2,3,1,2
5398,0,3,2,1,2,5,1,2,2,1,3,1,1,5,2
5399,0,3,1,1,4,2,2,2,1,2,6,3,4,1,2
5400,0,1,2,1,2,2,2,2,2,2,6,1,1,5,2
5401,0,8,1,1,4,2,1,1,2,1,3,4,1,1,2
5402,0,1,1,1,4,1,1,2,2,2,5,2,2,1,2
5403,0,3,2,1,2,4,2,2,3,2,6,1,1,6,2
5404,0,2,1,2,3,2,1,3,2,1,1,1,3,5,2
5405,0,2,1,1,5,5,2,2,2,2,6,1,1,4,1
5406,0,1,1,1,2,2,1,3,2,2,4,2,4,1,3
5407,0,1,1,1,2,2,1,1,2,1,1,1,4,1,2
5408,0,6,2,1,1,2,2,2,3,2,6,2,3,1,3
5409,0,1,1,2,4,5,2,2,3,2,6,1,1,6,1
5410,0,1,1,2,1,5,1,2,3,2,5,1,2,1,2
5411,0,2,1,3,2,3,2,2,1,2,6,1,3,5,1
5412,0,4,1,1,2,5,2,2,3,2,4,1,2,4,3
5413,0,6,2,1,1,2,2,2,3,2,4,2,3,1,3
5414,0,4,1,2,2,2,1,2,2,2,5,3,2,6,2
5415,0,4,1,2,4,2,1,3,3,1,3,2,1,1,3
5416,0,2,1,1,2,2,1,3,2,2,5,2,1,6,2
5417,1,3,1,1,3,1,2,1,2,2,4,1,3,5,2
5418,0,6,1,2,5,2,1,3,2,1,2,1,1,5,2
5419,1,1,1,1,4,5,1,2,3,2,5,1,4,1,1
5420,0,1,2,1,4,4,1,2,1,1,3,1,2,1,2
5421,0,1,1,1,2,2,1,3,3,2,6,3,2,5,2
5422,0,8,1,1,2,2,2,2,2,1,3,1,1,6,3
5423,0,2,1,1,4,2,2,1,2,2,6,4,3,1,2
5424,0,4,1,3,1,5,2,2,3,2,5,1,2,1,2
5425,0,3,1,2,4,2,1,2,2,1,3,3,1,1,2
5426,0,7,2,1,4,5,2,2,2,2,6,2,3,6,2
5427,0,1,1,1,2,5,1,2,3,1,1,1,2,1,1
5428,0,3,1,2,2,2,1,2,2,1,1,3,1,5,2
5429,1,1,1,1,1,3,1,2,2,1,3,3,1,6,2
5430,0,1,1,1,1,2,1,2,1,2,6,4,4,6,1
5431,0,2,2,2,2,4,1,2,3,1,1,1,2,1,3
5432,0,1,1,1,2,1,1,2,2,2,6,1,1,6,3
5433,0,3,1,1,2,2,2,3,1,2,4,3,1,1,2
5434,2,2,1,1,1,2,2,2,1,1,2,1,3,3,3
5435,0,5,1,3,1,3,1,2,2,1,2,1,1,1,2
5436,0,2,1,3,2,5,1,3,2,2,5,4,1,6,2
5437,0,2,1,1,5,2,2,3,2,2,5,2,1,5,2
5438,0,1,1,3,1,2,1,1,2,2,6,2,1,5,3
5439,0,8,1,2,1,5,1,2,3,1,3,3,1,1,2
5440,4,5,1,1,4,3,1,2,2,2,6,1,4,1,3
5441,0,1,1,1,5,2,1,1,2,2,6,4,3,1,2
5442,0,2,1,1,1,2,2,2,2,2,6,2,2,6,2
5443,1,1,1,1,2,2,1,2,2,2,6,3,3,5,2
5444,0,1,1,3,1,1,1,2,2,2,4,4,3,1,2
5445,0,1,1,2,2,2,1,3,2,2,6,1,1,5,2
5446,0,4,1,1,2,2,2,3,3,2,6,2,2,1,2
5447,0,2,1,1,1,2,1,3,3,2,5,1,4,1,2
5448,0,1,1,3,2,5,2,2,3,2,6,3,1,1,3
5449,0,1,1,1,4,2,2,2,2,2,6,3,2,2,2
5450,1,5,1,1,4,3,1,2,1,2,4,2,3,1,2
5451,0,1,1,1,1,5,2,2,3,2,5,1,1,5,2
5452,0,1,1,1,4,2,2,3,2,2,6,2,4,1,2
5453,0,4,1,1,1,5,1,2,2,2,6,1,3,4,2
5454,0,3,1,1,1,2,1,1,2,2,6,4,3,1,1
5455,1,2,1,1,5,2,1,1,2,2,6,1,1,1,2
5456,1,2,1,2,2,2,1,1,1,2,6,1,2,1,2
5457,0,2,1,1,1,2,1,1,1,2,6,1,1,5,2
5458,1,1,1,1,2,2,2,2,2,1,3,2,2,5,2
5459,0,3,2,1,5,2,2,1,1,2,6,2,2,1,3
5460,0,4,1,1,3,3,2,3,2,2,6,3,1,1,1
5461,0,3,2,1,2,2,2,3,2,1,3,1,1,5,2
5462,0,1,1,2,4,5,2,2,3,2,6,1,4,1,2
5463,0,2,1,1,4,2,1,2,2,2,4,3,1,1,2
5464,0,1,2,1,4,2,2,1,2,3,9,2,1,6,2
5465,0,3,1,1,3,2,1,3,2,2,6,2,3,6,2
5466,0,2,1,1,1,5,1,2,2,2,6,3,3,1,2
5467,0,3,1,1,1,1,1,2,2,2,6,1,1,6,2
5468,0,1,2,1,4,2,2,2,2,2,5,2,3,1,3
5469,0,6,1,2,2,2,1,3,2,2,6,1,3,1,2
5470,0,3,1,1,1,2,2,2,1,2,6,4,3,6,2
5471,0,1,1,1,2,2,1,3,2,3,8,3,1,1,2
5472,1,1,1,3,5,2,1,3,2,1,1,3,1,5,2
5473,0,1,1,3,2,3,1,2,2,2,5,1,1,1,3
5474,0,7,1,3,1,3,1,2,2,2,5,1,2,1,2
5475,0,1,1,1,5,5,2,2,2,2,4,2,1,6,2
5476,2,1,2,1,1,5,1,2,2,2,6,2,3,1,1
5477,0,6,1,1,1,5,1,2,3,2,6,1,2,6,2
5478,0,1,2,1,2,4,2,2,2,2,6,2,1,4,2
5479,1,2,1,1,2,2,2,2,2,1,3,3,4,1,2
5480,0,1,1,2,2,5,2,2,2,2,4,2,1,5,1
5481,0,3,1,2,1,5,2,2,3,1,3,2,3,1,3
5482,1,3,1,1,5,2,1,1,2,2,4,2,2,6,1
5483,0,8,2,2,4,2,2,2,3,2,6,1,1,1,2
5484,0,3,1,2,4,2,1,1,1,1,3,2,2,4,2
5485,0,4,1,1,2,2,1,2,2,2,6,4,2,1,3
5486,0,2,1,2,1,3,2,2,2,2,4,1,3,3,2
5487,0,1,1,1,2,2,2,1,2,2,6,1,1,6,2
5488,4,2,1,3,2,2,2,1,2,2,5,1,4,1,2
5489,2,1,1,2,1,2,2,2,3,2,6,1,2,1,2
5490,0,2,1,1,1,2,1,2,2,2,5,4,1,4,1
5491,0,2,1,1,3,2,2,2,3,3,7,2,3,6,2
5492,3,2,1,2,4,5,1,2,3,1,3,1,1,6,2
5493,1,1,1,1,1,5,2,1,2,2,6,4,4,6,2
5494,0,3,1,3,5,2,1,3,1,2,5,1,1,1,2
5495,0,1,1,2,3,5,2,2,2,1,2,2,3,6,1
5496,0,2,1,1,4,2,1,1,2,1,3,1,1,1,2
5497,0,2,1,1,2,5,2,2,1,2,6,2,1,4,2
5498,0,2,1,2,4,5,2,2,2,1,2,1,1,1,2
5499,0,2,1,1,1,2,2,2,2,1,3,2,4,4,2
5500,0,9,2,2,1,4,2,2,2,2,5,2,1,6,2
5501,0,4,1,1,1,5,2,2,1,1,3,2,2,1,3
5502,1,2,1,1,1,5,1,2,3,2,6,2,1,1,2
5503,0,2,1,1,4,2,1,1,2,2,6,3,2,6,2
5504,2,1,1,1,2,5,1,2,3,2,6,1,2,6,2
5505,0,2,1,3,1,2,2,2,2,2,6,1,1,5,3
5506,0,5,2,1,2,2,2,2,2,2,6,2,3,5,2
5507,0,1,1,1,4,2,1,1,3,2,5,1,2,5,2
5508,3,8,2,2,2,2,1,2,2,2,4,2,1,1,2
5509,0,6,1,2,4,2,2,2,2,2,6,1,1,5,2
5510,2,3,1,1,4,5,2,2,3,2,6,2,2,5,2
5511,1,1,1,2,1,2,1,3,2,1,3,1,2,1,2
5512,0,3,1,1,4,2,2,2,2,2,5,2,4,5,2
5513,0,1,1,1,4,2,2,2,2,1,3,1,1,1,3
5514,0,1,1,1,4,5,2,2,3,2,6,3,1,1,2
5515,0,1,1,2,2,2,2,3,3,3,8,3,2,5,3
5516,0,3,2,1,4,5,1,2,1,2,6,1,4,4,2
5517,0,1,1,2,1,5,2,3,3,2,6,1,2,1,2
5518,0,1,2,1,1,2,1,1,3,2,6,2,4,1,2
5519,0,2,1,2,4,2,2,1,1,2,6,1,3,1,2
5520,0,2,1,3,4,2,1,2,2,2,6,1,2,1,2
5521,1,6,1,1,1,5,2,3,2,2,5,2,3,1,2
5522,3,6,1,2,1,2,1,3,2,1,2,3,3,5,2
5523,0,7,1,2,4,3,2,2,2,2,5,1,1,1,2
5524,0,1,1,2,4,2,2,1,2,2,6,2,2,1,2
5525,0,2,1,3,1,2,2,3,1,2,5,3,3,1,2
5526,0,2,1,2,5,2,2,2,3,2,4,4,2,5,2
5527,1,1,1,2,1,2,2,1,2,1,3,1,1,1,2
5528,3,2,1,2,3,2,2,2,1,2,6,1,4,1,2
