"id","total","CentralLuzon","IlocosRegion","MetroManila","Visayas","age2","exposure"
1244,1,0,0,0,1,0.327121983473989,1
1245,2,0,0,0,1,1.85254130834696,1
1246,3,0,1,0,0,0.0874971151068981,1
1247,2,0,0,0,1,0.841125841484812,1
1248,3,0,0,0,0,0.214928893121252,1
1249,2,0,0,0,0,0.654137357563585,1
1250,3,0,0,0,1,1.17708234715902,1
1251,5,0,0,0,0,0.0351403396089544,1
1252,3,1,0,0,0,1.17708234715902,1
1253,2,0,0,1,0,0.283706339560656,1
1254,4,0,0,0,1,0.283706339560656,1
1255,2,0,0,0,1,0.00786575768916145,1
1256,0,0,0,0,1,0.504127157004724,1
1257,8,0,0,0,1,0.449857602113057,1
1258,1,0,1,0,0,0.0248774202705421,1
1259,4,0,0,1,0,0.155683569906381,1
1260,2,1,0,0,0,0.504127157004724,1
1261,4,0,0,0,0,0.0248774202705421,1
1262,11,0,0,1,0,2.58404279934633,1
1263,3,0,0,0,1,5.1010825485185,1
1264,10,0,0,1,0,0.362015909224591,1
1265,1,1,0,0,0,0.0140235092922089,1
1266,4,0,0,1,0,0.0140235092922089,1
1267,9,0,0,0,1,1.11345224726086,1
1268,3,0,0,0,1,0.504127157004724,1
1269,14,0,0,0,1,0.000386218332312358,1
1270,6,0,0,0,1,0.283706339560656,1
1271,1,0,1,0,0,1.26391363498569,1
1272,6,1,0,0,0,0.41085850862709,1
1273,3,0,0,1,0,0.252917581545419,1
1274,0,0,1,0,0,2.15920242197777,1
1275,1,0,0,0,0,0.504127157004724,1
1276,5,0,0,0,0,0.719260823433585,1
1277,4,0,0,0,1,1.11345224726086,1
1278,5,1,0,0,0,1.59343278010892,1
1279,4,0,0,0,1,0.283706339560656,1
1280,0,0,0,0,1,0.606927928606888,1
1281,2,1,0,0,0,0.133105147361873,1
1282,1,1,0,0,0,1.42390714593504,1
1283,1,0,0,0,1,0.41085850862709,1
1284,6,0,0,1,0,1.59343278010892,1
1285,4,0,0,0,1,0.214928893121252,1
1286,4,0,0,0,1,2.15920242197777,1
1287,2,0,0,0,1,0.133105147361873,1
1288,5,0,0,0,0,0.283706339560656,1
1289,0,0,0,0,1,0.0874971151068981,1
1290,9,0,0,0,1,0.18824530284138,1
1291,4,1,0,0,0,0.18824530284138,1
1292,5,1,0,0,0,0.719260823433585,1
1293,3,1,0,0,0,2.36685654904978,1
1294,9,0,0,0,1,0.10597036991604,1
1295,4,0,0,0,1,0.719260823433585,1
1296,4,0,0,1,0,0.00243880219999482,1
1297,3,0,1,0,0,0.0248774202705421,1
1298,2,0,0,0,1,0.00243880219999482,1
1299,7,0,0,0,1,0.0140235092922089,1
1300,2,0,0,0,1,0.0248774202705421,1
1301,4,0,0,0,1,0.654137357563585,1
1302,1,0,0,1,0,1.11345224726086,1
1303,1,0,0,0,1,5.60221168542739,1
1304,2,0,0,0,0,0.0140235092922089,1
1305,4,0,0,0,0,0.283706339560656,1
1306,1,0,0,0,1,1.85254130834696,1
1307,3,0,0,0,1,0.18824530284138,1
1308,0,1,0,0,0,0.0248774202705421,1
1309,3,1,0,0,0,4.49645361763765,1
1310,9,0,0,1,0,0.0514212060764543,1
1311,2,0,1,0,0,2.58404279934633,1
1312,2,0,0,1,0,0.327121983473989,1
1313,1,0,1,0,0,2.36685654904978,1
1314,6,1,0,0,0,1.49574758130393,1
1315,7,0,0,0,1,0.155683569906381,1
1316,6,0,0,1,0,0.0248774202705421,1
1317,4,0,0,1,0,0.770575420125646,1
1318,1,0,0,1,0,0.214928893121252,1
1319,5,0,0,1,0,0.0514212060764543,1
1320,5,0,0,0,1,1.11345224726086,1
1321,7,0,0,0,1,0.155683569906381,1
1322,6,0,0,0,1,0.000386218332312358,1
1323,5,0,0,1,0,0.000386218332312358,1
1324,1,0,1,0,0,2.36685654904978,1
1325,3,0,0,1,0,0.972522982760572,1
1326,1,0,0,0,0,0.972522982760572,1
1327,3,0,1,0,0,0.896545605912239,1
1328,6,0,1,0,0,4.08733488884075,1
1329,3,0,0,0,1,0.770575420125646,1
1330,7,0,0,1,0,6.62552324207375,1
1331,7,0,0,0,1,1.33164890261921,1
1332,2,1,0,0,0,0.000386218332312358,1
1333,4,0,0,1,0,0.000386218332312358,1
1334,4,1,0,0,0,0.896545605912239,1
1335,4,0,0,0,1,0.362015909224591,1
1336,2,0,0,0,1,3.04701166961301,1
1337,4,0,1,0,0,0.000386218332312358,1
1338,4,0,0,0,1,0.654137357563585,1
1339,4,0,0,0,1,0.547231418226055,1
1340,3,0,0,0,1,0.00243880219999482,1
1341,1,0,1,0,0,3.92995317965492,1
1342,8,0,1,0,0,0.606927928606888,1
1343,2,0,0,0,0,0.719260823433585,1
1344,5,0,0,1,0,0.0657892931502316,1
1345,6,0,0,0,1,1.49574758130393,1
1346,2,0,0,0,1,0.133105147361873,1
1347,8,0,1,0,0,0.133105147361873,1
1348,4,0,0,0,1,1.03204791492336,1
1349,4,0,0,0,1,0.606927928606888,1
1350,4,0,0,0,1,1.96108041813029,1
1351,1,0,1,0,0,0.0248774202705421,1
1352,3,0,0,0,1,0.504127157004724,1
1353,5,0,0,0,0,1.59343278010892,1
1354,3,0,0,0,1,1.66937838321318,1
1355,5,0,0,0,1,0.155683569906381,1
1356,8,0,1,0,0,0.504127157004724,1
1357,5,0,1,0,0,0.0657892931502316,1
1358,0,0,0,1,0,1.11345224726086,1
1359,2,0,0,0,1,1.77249053750734,1
1360,1,0,0,0,0,0.133105147361873,1
1361,4,0,0,0,1,0.283706339560656,1
1362,4,1,0,0,0,1.26391363498569,1
1363,4,1,0,0,0,0.327121983473989,1
1364,8,0,0,0,1,0.214928893121252,1
1365,1,0,1,0,0,0.449857602113057,1
1366,6,0,0,1,0,0.18824530284138,1
1367,4,0,0,1,0,2.6805142411274,1
1368,2,0,1,0,0,0.00243880219999482,1
1369,2,0,0,0,1,5.93378341441831,1
1370,1,0,0,0,0,0.0248774202705421,1
1371,3,1,0,0,0,0.10597036991604,1
1372,2,0,0,1,0,0.606927928606888,1
1373,5,0,0,0,1,0.770575420125646,1
1374,3,1,0,0,0,2.24746352828812,1
1375,5,0,0,0,1,0.214928893121252,1
1376,5,0,0,0,1,2.45922282309549,1
1377,0,0,0,0,1,0.719260823433585,1
1378,0,0,0,0,1,0.0351403396089544,1
1379,1,0,0,0,1,0.504127157004724,1
1380,7,0,0,0,1,0.449857602113057,1
1381,5,0,1,0,0,0.283706339560656,1
1382,0,0,0,0,0,2.91133778238384,1
1383,3,0,0,0,0,0.41085850862709,1
1384,3,0,0,1,0,0.0140235092922089,1
1385,0,0,0,1,0,2.04523635670527,1
1386,4,0,0,0,0,0.0140235092922089,1
1387,6,0,0,1,0,1.96108041813029,1
1388,2,0,0,0,1,0.155683569906381,1
1389,4,0,0,1,0,2.15920242197777,1
1390,4,0,0,0,1,1.03204791492336,1
1391,0,0,0,0,1,3.81295589919702,1
1392,1,0,0,1,0,3.66100114550035,1
1393,8,0,0,0,1,0.10597036991604,1
1394,7,0,0,0,1,0.896545605912239,1
1395,5,0,0,0,0,0.0514212060764543,1
1396,2,0,0,0,1,1.03204791492336,1
1397,8,1,0,0,0,0.283706339560656,1
1398,2,1,0,0,0,0.0874971151068981,1
1399,3,1,0,0,0,0.719260823433585,1
1400,2,0,0,0,1,1.96108041813029,1
1401,3,1,0,0,0,2.58404279934633,1
1402,2,0,0,0,1,4.96766459711914,1
1403,4,1,0,0,0,0.719260823433585,1
1404,9,0,0,0,1,0.283706339560656,1
1405,4,0,1,0,0,0.654137357563585,1
1406,5,0,0,0,0,2.36685654904978,1
1407,9,0,0,0,1,0.000386218332312358,1
1408,2,0,0,0,1,2.15920242197777,1
1409,3,0,0,1,0,0.770575420125646,1
1410,0,0,0,0,1,3.54810903277782,1
1411,3,0,0,1,0,1.26391363498569,1
1412,5,1,0,0,0,1.17708234715902,1
1413,5,0,0,1,0,0.770575420125646,1
1414,3,1,0,0,0,0.0140235092922089,1
1415,3,0,0,1,0,0.000386218332312358,1
1416,7,1,0,0,0,0.10597036991604,1
1417,4,0,0,0,1,0.547231418226055,1
1418,0,0,0,1,0,0.0351403396089544,1
1419,2,0,1,0,0,1.96108041813029,1
1420,4,1,0,0,0,0.0140235092922089,1
1421,3,0,0,0,0,0.0874971151068981,1
1422,2,0,0,0,1,0.0140235092922089,1
1423,4,1,0,0,0,0.41085850862709,1
1424,5,0,0,0,1,0.000386218332312358,1
1425,2,0,1,0,0,4.08733488884075,1
1426,1,0,1,0,0,1.96108041813029,1
1427,4,1,0,0,0,3.54810903277782,1
1428,5,0,0,0,1,2.24746352828812,1
1429,4,0,0,0,1,0.10597036991604,1
1430,7,0,1,0,0,0.841125841484812,1
1431,1,0,0,0,1,0.606927928606888,1
1432,7,0,0,0,1,0.18824530284138,1
1433,7,0,1,0,0,0.547231418226055,1
1434,2,0,0,0,1,0.0351403396089544,1
1435,4,0,0,0,1,2.45922282309549,1
1436,5,0,0,0,1,4.37124600170902,1
1437,7,0,0,1,0,0.000386218332312358,1
1438,4,1,0,0,0,0.252917581545419,1
1439,2,1,0,0,0,3.92995317965492,1
1440,4,0,1,0,0,0.41085850862709,1
1441,0,0,0,0,0,2.91133778238384,1
1442,2,0,1,0,0,1.96108041813029,1
1443,10,0,0,0,0,0.000386218332312358,1
1444,2,0,0,0,1,2.8107611728674,1
1445,0,0,0,1,0,1.11345224726086,1
1446,7,0,0,0,1,0.133105147361873,1
1447,3,0,0,0,0,0.504127157004724,1
1448,3,0,0,0,1,1.03204791492336,1
1449,9,0,0,0,1,0.0248774202705421,1
1450,6,0,0,0,1,0.770575420125646,1
1451,6,0,0,0,1,0.654137357563585,1
1452,3,0,0,0,1,1.03204791492336,1
1453,3,0,0,0,0,1.03204791492336,1
1454,3,0,0,0,1,0.606927928606888,1
1455,4,0,0,0,1,0.547231418226055,1
1456,2,0,0,0,0,0.972522982760572,1
1457,5,0,0,1,0,0.654137357563585,1
1458,4,1,0,0,0,1.33164890261921,1
1459,5,0,0,0,0,2.58404279934633,1
1460,5,0,0,1,0,0.0657892931502316,1
1461,3,1,0,0,0,0.155683569906381,1
1462,4,0,1,0,0,0.283706339560656,1
1463,3,0,0,1,0,1.66937838321318,1
1464,5,1,0,0,0,0.327121983473989,1
1465,2,0,0,0,1,0.00786575768916145,1
1466,6,0,0,0,1,0.327121983473989,1
1467,1,1,0,0,0,1.42390714593504,1
1468,1,0,0,0,1,0.00786575768916145,1
1469,6,0,0,0,0,1.77249053750734,1
1470,3,0,0,0,1,0.896545605912239,1
1471,2,0,0,0,1,1.33164890261921,1
1472,7,0,0,1,0,0.0248774202705421,1
1473,3,0,0,0,1,0.252917581545419,1
1474,3,0,0,0,1,0.00786575768916145,1
1475,8,0,0,1,0,0.972522982760572,1
1476,6,0,0,0,0,0.0140235092922089,1
1477,3,1,0,0,0,0.654137357563585,1
1478,1,0,0,0,1,0.0874971151068981,1
1479,4,0,0,0,1,0.606927928606888,1
1480,5,0,0,1,0,0.00243880219999482,1
1481,3,0,0,0,1,3.15169344686481,1
1482,3,0,0,0,1,0.547231418226055,1
1483,3,0,0,0,1,3.15169344686481,1
1484,8,0,0,0,0,0.0140235092922089,1
1485,6,1,0,0,0,0.155683569906381,1
1486,4,0,0,0,1,0.41085850862709,1
1487,4,0,0,0,1,0.18824530284138,1
1488,2,0,0,0,1,1.11345224726086,1
1489,3,1,0,0,0,0.00243880219999482,1
1490,0,0,0,0,0,0.41085850862709,1
1491,3,0,0,1,0,0.41085850862709,1
1492,5,0,0,0,1,1.03204791492336,1
1493,7,0,1,0,0,1.11345224726086,1
1494,3,0,0,1,0,4.08733488884075,1
1495,7,0,1,0,0,0.0514212060764543,1
1496,2,0,0,0,1,1.17708234715902,1
1497,3,0,0,1,0,0.283706339560656,1
1498,4,0,0,1,0,1.66937838321318,1
1499,3,0,1,0,0,0.133105147361873,1
1500,1,0,1,0,0,3.04701166961301,1
